Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,SimpleTransient : TMD : THESISTRANSIENTTEST_SIMP,Data Source,SimpleTransient : TMD : THESISTRANSIENTTEST_SIMP,Data Source,SimpleTransient : TMD : THESISTRANSIENTTEST_SIMP,Data Source,SimpleTransient : TMD : THESISTRANSIENTTEST_SIMP,Data Source,SimpleTransient : TMD : THESISTRANSIENTTEST_SIMP
Element,1,Element,2,Element,3,Element,4,Element,5
,,,,,,,,,
,,,,,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature
0.36999999172985554,33.969174326493444,0.36999999172985554,34.66171808927299,0.36999999172985554,39.14772803081094,0.36999999172985554,37.36138056049769,0.36999999172985554,0.031668313940764185
0.3799999915063381,34.08518794614943,0.3799999915063381,34.71503535493644,0.3799999915063381,39.13288825973208,0.3799999915063381,37.14323013879914,0.3799999915063381,0.032412719220786784
0.3899999912828207,34.19505444141205,0.3899999912828207,34.76441931418036,0.3899999912828207,39.11826875614757,0.3899999912828207,36.92950422864297,0.3899999912828207,0.03315279089281818
0.3999999910593033,34.298989899985735,0.3999999910593033,34.80998807721727,0.3999999910593033,39.10385589437119,0.3999999910593033,36.72007804337518,0.3999999910593033,0.03388861628501961
0.40999999083578587,34.39720099759941,0.40999999083578587,34.85185781054673,0.40999999083578587,39.08963648387155,0.40999999083578587,36.514830413121175,0.40999999083578587,0.03462028026426512
0.41999999061226845,34.48988569945891,0.41999999061226845,34.89014253881486,0.41999999061226845,39.07559776102612,0.41999999061226845,36.31364369671579,0.41999999061226845,0.03534786530764498
0.42999999038875103,34.57723387817023,0.42999999038875103,34.92495399146185,0.42999999038875103,39.0617273803177,0.42999999038875103,36.11640369298382,0.42999999038875103,0.03607145157219976
0.4399999901652336,34.6594278600115,0.4399999901652336,34.95640148697095,0.4399999901652336,39.04801340511257,0.4399999901652336,35.92299955189263,0.4399999901652336,0.036791116962877395
0.4499999899417162,34.73664290966771,0.4499999899417162,34.984591848625385,0.4499999899417162,39.03444429813644,0.4499999899417162,35.73332368600738,0.4499999899417162,0.03750693719871495
0.4599999897181988,34.8090476620432,0.4599999897181988,35.00962934660904,0.4599999897181988,39.02100891174567,0.4599999897181988,35.547271682601945,0.4599999897181988,0.03821898587725476
0.46999998949468136,34.87680450849209,0.46999998949468136,35.031615662075026,0.46999998949468136,39.007696478074664,0.46999998949468136,35.36474221671354,0.46999998949468136,0.03892733453721094
0.47999998927116394,34.94006994372304,0.47999998927116394,35.05064986947685,0.47999998927116394,38.994496599126954,0.47999998927116394,35.18563696537385,0.47999998927116394,0.03963205271940757
0.4899999890476465,34.99899487871307,0.4899999890476465,35.06682843402532,0.4899999890476465,38.98139923686555,0.4899999890476465,35.00986052320326,0.4899999890476465,0.04033320802601384
0.4999999888241291,35.05372492418148,0.4999999888241291,35.08024522161787,0.4999999888241291,38.96839470334861,0.4999999888241291,34.8373203195153,0.4999999888241291,0.041030866178105106
0.5099999886006117,35.10440064850826,0.5099999886006117,35.090991518997,0.5099999886006117,38.95547365094795,0.5099999886006117,34.66792653704601,0.5099999886006117,0.04172509107158109
0.5199999883770943,35.15115781341448,0.5199999883770943,35.09915606224274,0.5199999883770943,38.94262706268111,0.5199999883770943,34.50159203239478,0.5199999883770943,0.04241594483147468
0.5299999881535769,35.19412759023968,0.5299999881535769,35.1048250719998,0.5299999881535769,38.929846242681585,0.5299999881535769,34.33823225824058,0.5299999881535769,0.043103487864686284
0.5399999879300594,35.23343675924115,0.5399999879300594,35.108082294090764,0.5399999879300594,38.917122806826946,0.5399999879300594,34.17776518737763,0.5399999879300594,0.04378777891117961
0.549999987706542,35.26920789399052,0.549999987706542,35.10900904437968,0.549999987706542,38.90444867354041,0.549999987706542,34.02011123859887,0.549999987706542,0.04446887509367564
0.5599999874830246,35.301559532646074,0.5599999874830246,35.10768425693076,0.5599999874830246,38.891816054777756,0.5599999874830246,33.86519320444172,0.5599999874830246,0.045146831965881935
0.5699999872595072,35.330606337625994,0.5699999872595072,35.10418453466035,0.5699999872595072,38.8792174472087,0.5699999872595072,33.712936180799794,0.5699999872595072,0.04582170355929454
0.5799999870359898,35.35645924499248,0.5799999870359898,35.098584201809906,0.5799999870359898,38.86664562359915,0.5799999870359898,33.56326749839496,0.5799999870359898,0.04649354242860984
0.5899999868124723,35.37922560467301,0.5899999868124723,35.09095535767797,0.5899999868124723,38.85409362439886,0.5899999868124723,33.41611665609633,0.5899999868124723,0.04716239969578339
0.5999999865889549,35.399009312488786,0.5999999865889549,35.081367931142175,0.5999999865889549,38.84155474953726,0.5999999865889549,33.27141525606714,0.5999999865889549,0.047828325092772545
0.6099999863654375,35.415910934827075,0.6099999863654375,35.06988973558155,0.6099999863654375,38.82902255042864,0.6099999863654375,33.12909694071493,0.6099999863654375,0.04849136700299927
0.6199999861419201,35.430027826680515,0.6199999861419201,35.05658652387599,0.6199999861419201,38.816490822186815,0.6199999861419201,32.9890973314168,0.6199999861419201,0.0491515725015688
0.6299999859184027,35.441454243679644,0.6299999859184027,35.04152204321655,0.6299999859184027,38.80395359604847,0.6299999859184027,32.85135396898821,0.6299999859184027,0.04980898739427952
0.6399999856948853,35.45028144866199,0.6399999856948853,35.024758089507735,0.6399999856948853,38.791405132003405,0.6399999856948853,32.71580625586141,0.6399999856948853,0.05046365625545853
0.6499999854713678,35.45659781325065,0.6499999854713678,35.00635456118378,0.6499999854713678,38.77883991162936,0.6499999854713678,32.58239539993766,0.6499999854713678,0.05111562246465674
0.6599999852478504,35.46048891485467,0.6599999852478504,34.98636951229454,0.6599999852478504,38.76625263112858,0.6599999852478504,32.451064360076,0.6599999852478504,0.0517649282422367
0.669999985024333,35.46203762945207,0.669999985024333,34.964859204745764,0.669999985024333,38.75363819456278,0.669999985024333,32.32175779318049,0.669999985024333,0.05241161468388543
0.6799999848008156,35.461324220472136,0.6799999848008156,34.94187815960246,0.6799999848008156,38.74099170728296,0.6799999848008156,32.19442200284703,0.6799999848008156,0.05305572179408401
0.6899999845772982,35.458426424055666,0.6899999845772982,34.91747920738458,0.6899999845772982,38.72830846955004,0.6899999845772982,32.06900488953079,0.6899999845772982,0.05369728851856453
0.6999999843537807,35.453419530939506,0.6999999843537807,34.891713537301335,0.6999999843537807,38.71558397034245,0.6999999843537807,31.945455902194933,0.6999999843537807,0.05433635277578464
0.7099999841302633,35.446376465183725,0.7099999841302633,34.864630745384794,0.7099999841302633,38.702813881346216,0.7099999841302633,31.82372599140156,0.7099999841302633,0.054972951487448886
0.7199999839067459,35.43736785993584,0.7199999839067459,34.83627888149529,0.7199999839067459,38.68999405112345,0.7199999839067459,31.703767563806057,0.7199999839067459,0.05560712060810522
0.7299999836832285,35.42646213040593,0.7299999836832285,34.80670449518139,0.7299999836832285,38.67712049945469,0.7299999836832285,31.58553443801644,0.7299999836832285,0.056238895153844566
0.7399999834597111,35.41372554420851,0.7399999834597111,34.77595268038534,0.7399999834597111,38.66418941185082,0.7399999834597111,31.468981801779652,0.7399999834597111,0.056868309230130185
0.7499999832361937,35.39922228921187,0.7499999832361937,34.744067118991744,0.7499999832361937,38.651197134230046,0.7499999832361937,31.354066170457624,0.7499999832361937,0.057495396058783184
0.7599999830126762,35.383014539022064,0.7599999830126762,34.711090123223244,0.7599999830126762,38.63814016775561,0.7599999830126762,31.240745346756267,0.7599999830126762,0.0581201880041495
0.7699999827891588,35.36516251621732,0.7699999827891588,34.67706267689116,0.7699999827891588,38.62501516382986,0.7699999827891588,31.128978381671487,0.7699999827891588,0.05874271659847315
0.7799999825656414,35.34572455343847,0.7799999825656414,34.64202447551333,0.7799999825656414,38.61181891924038,0.7799999825656414,31.018725536617005,0.7799999825656414,0.059363012566499694
0.789999982342124,35.324757152432426,0.789999982342124,34.606013965314155,0.789999982342124,38.59854837145389,0.789999982342124,30.909948246699482,0.789999982342124,0.059981105849333236
0.7999999821186066,35.302315041137724,0.7999999821186066,34.56906838112445,0.7999999821186066,38.58520059405379,0.7999999821186066,30.802609085107353,0.7999999821186066,0.060597025627569655
0.8099999818950891,35.27845122889487,0.8099999818950891,34.53122378320074,0.8099999818950891,38.571772792317184,0.8099999818950891,30.69667172858047,0.8099999818950891,0.06121080034372788
0.8199999816715717,35.25321705985788,0.8199999816715717,34.49251509298487,0.8199999816715717,38.558262298927396,0.8199999816715717,30.59210092392861,0.8199999816715717,0.06182245772400068
0.8299999814480543,35.22666226467852,0.8299999814480543,34.45297612782642,0.8299999814480543,38.54466656981806,0.8299999814480543,30.488862455567624,0.8299999814480543,0.06243202479934553
0.8399999812245369,35.19883501052982,0.8399999812245369,34.41263963469075,0.8399999812245369,38.53098318014483,0.8399999812245369,30.386923114042844,0.8399999812245369,0.06303952792593563
0.8499999810010195,35.16978194953161,0.8499999810010195,34.3715373228765,0.8499999810010195,38.51720982038109,0.8499999810010195,30.28625066551021,0.8499999810010195,0.06364499280499065
0.8599999807775021,35.13954826563683,0.8599999807775021,34.32969989576653,0.8599999807775021,38.50334429253389,0.8599999807775021,30.186813822146373,0.8599999807775021,0.06424844450200595
0.8699999805539846,35.10817772003438,0.8699999805539846,34.287157081636565,0.8699999805539846,38.48938450647657,0.8699999805539846,30.08858221345986,0.8699999805539846,0.06484990746539859
0.8799999803304672,35.075712695120906,0.8799999803304672,34.24393766354588,0.8799999803304672,38.4753284763946,0.8799999803304672,29.99152635847606,0.8799999803304672,0.06544940554458802
0.8899999801069498,35.042194237091735,0.8899999801069498,34.200069508334245,0.8899999801069498,38.46117431734121,0.8899999801069498,29.89561763876975,0.8899999801069498,0.06604696200752853
0.8999999798834324,35.00766209719819,0.8999999798834324,34.15557959474921,0.8999999798834324,38.446920241899555,0.8999999798834324,29.800828272319407,0.8999999798834324,0.06664259955771024
0.909999979659915,34.97215477171662,0.909999979659915,34.11049404072759,0.909999979659915,38.432564556948144,0.909999979659915,29.70713128815855,0.909999979659915,0.06723634035064478
0.9199999794363976,34.93570954067231,0.9199999794363976,34.06483812985459,0.9199999794363976,38.41810566052651,0.9199999794363976,29.614500501799842,0.9199999794363976,0.06782820600985154
0.9299999792128801,34.89836250535964,0.9299999792128801,34.0186363370239,0.9299999792128801,38.40354203879795,0.9299999792128801,29.522910491408542,0.9299999792128801,0.06841821764235931
0.9399999789893627,34.8601486246979,0.9399999789893627,33.971912353321294,0.9399999789893627,38.388872263106585,0.9399999789893627,29.432336574702553,0.9399999789893627,0.06900639585373866
0.9499999787658453,34.82110175046083,0.9499999787658453,33.92468911015418,0.9499999787658453,38.37409498712562,0.9499999787658453,29.342754786556945,0.9499999787658453,0.06959276076267881
0.9599999785423279,34.781254661416234,0.9599999785423279,33.87698880264892,0.9599999785423279,38.35920894409432,0.9599999785423279,29.25414185729155,0.9599999785423279,0.07017733201512333
0.9699999783188105,34.74063909641075,0.9699999783188105,33.8288329123372,0.9699999783188105,38.344212944140764,0.9699999783188105,29.16647519162082,0.9699999783188105,0.0707601287979778
0.979999978095293,34.69928578643336,0.979999978095293,33.78024222915249,0.979999978095293,38.32910587168787,0.979999978095293,29.079732848245758,0.979999978095293,0.07134116985240269
0.9899999778717756,34.65722448569018,0.9899999778717756,33.731236872756725,0.9899999778717756,38.31388668294018,0.9899999778717756,28.993893520068404,0.9899999778717756,0.071920473486704
0.9999999776482582,34.61448400172183,0.9999999776482582,33.68183631321722,0.9999999776482582,38.298554403448854,0.9999999776482582,28.908936515009877,0.9999999776482582,0.07249805758883401
1.0099999774247408,34.57109222459341,1.0099999774247408,33.63205939105308,1.0099999774247408,38.283108125752555,1.0099999774247408,28.824841737413525,1.0099999774247408,0.07307393963851401
1.0199999772012234,34.527076155186336,1.0199999772012234,33.58192433667001,1.0199999772012234,38.267547007091835,1.0199999772012234,28.74158967001542,1.0199999772012234,0.07364813671899043
1.029999976977706,34.48246193262008,1.029999976977706,33.531448789201704,1.029999976977706,38.251870267194874,1.029999976977706,28.659161356464804,1.029999976977706,0.07422066552843573
1.0399999767541885,34.43727486083098,1.0399999767541885,33.480649814775795,1.0399999767541885,38.23607718613229,1.0399999767541885,28.577538384377764,1.0399999767541885,0.07479154239100487
1.0499999765306711,34.39153943433434,1.0499999765306711,33.429543924221576,1.0499999765306711,38.22016710223895,1.0499999765306711,28.49670286890783,1.0499999765306711,0.07536078326755762
1.0599999763071537,34.34527936319522,1.0599999763071537,33.3781470902364,1.0599999763071537,38.20413941010073,1.0599999763071537,28.416637436817688,1.0599999763071537,0.07592840376605724
1.0699999760836363,34.29851759723243,1.0699999760836363,33.32647476402705,1.0699999760836363,38.18799355860422,1.0699999760836363,28.337325211036784,1.0699999760836363,0.07649441915165518
1.0799999758601189,34.251276349479575,1.0799999758601189,33.274541891442006,1.0799999758601189,38.17172904904746,1.0799999758601189,28.258749795689912,1.0799999758601189,0.07705884435647148
1.0899999756366014,34.20357711892586,1.0899999756366014,33.2223629286101,1.0899999756366014,38.15534543330982,1.0899999756366014,28.180895261582407,1.0899999756366014,0.07762169398908007
1.099999975413084,34.155440712559205,1.099999975413084,33.1699518571004,1.099999975413084,38.13884231207923,1.099999975413084,28.103746132128038,1.099999975413084,0.07818298234370807
1.1099999751895666,34.10688726673298,1.1099999751895666,33.11732219861798,1.1099999751895666,38.12221933313495,1.1099999751895666,28.027287369706034,1.1099999751895666,0.0787427234091577
1.1199999749660492,34.05793626787726,1.1199999749660492,33.06448702924962,1.1199999749660492,38.10547618968427,1.1199999749660492,27.95150436243416,1.1199999749660492,0.07930093087745932
1.1299999747425318,34.00860657257477,1.1299999747425318,33.011458993273216,1.1299999747425318,38.08861261875135,1.1299999747425318,27.876382911345114,1.1299999747425318,0.07985761815226389
1.1399999745190144,33.9589164270211,1.1399999745190144,32.95825031654404,1.1399999745190144,38.07162839961673,1.1399999745190144,27.80190921795392,1.1399999745190144,0.08041279835698253
1.149999974295497,33.90888348588808,1.149999974295497,32.90487281947091,1.149999974295497,38.05452335230588,1.149999974295497,27.72806987220442,1.149999974295497,0.08096648434268128
1.1599999740719795,33.85852483060863,1.1599999740719795,32.851337929594635,1.1599999740719795,38.0372973361253,1.1599999740719795,27.65485184078319,1.1599999740719795,0.08151868869573804
1.169999973848462,33.80785698710091,1.169999973848462,32.79765669378096,1.169999973848462,38.01995024824471,1.169999973848462,27.582242455789753,1.169999973848462,0.08206942374526947
1.1799999736249447,33.75689594294897,1.1799999736249447,32.74383979003967,1.1799999736249447,38.00248202232391,1.1799999736249447,27.510229403752106,1.1799999736249447,0.08261870157033441
1.1899999734014273,33.70565716405651,1.1899999734014273,32.68989753898143,1.1899999734014273,37.984892627182916,1.1899999734014273,27.43880071497709,1.1899999734014273,0.08316653400692092
1.1999999731779099,33.654155610789985,1.1999999731779099,32.6358399149232,1.1999999731779099,37.96718206551412,1.1999999731779099,27.367944753225338,1.1999999731779099,0.08371293265472338
1.2099999729543924,33.60240575362669,1.2099999729543924,32.58167655665323,1.2099999729543924,37.949350372635074,1.2099999729543924,27.29765020570084,1.2099999729543924,0.08425790888371609
1.219999972730875,33.550421588323,1.219999972730875,32.527416777865696,1.219999972730875,37.93139761528069,1.219999972730875,27.22790607334562,1.219999972730875,0.08480147384052969
1.2299999725073576,33.49821665061743,1.2299999725073576,32.47306957727542,1.2299999725073576,37.91332389043371,1.2299999725073576,27.15870166143006,1.2299999725073576,0.08534363845463618
1.2399999722838402,33.44580403048289,1.2399999722838402,32.4186436484222,1.2399999722838402,37.895129324192176,1.2399999722838402,27.090026570429977,1.2399999722838402,0.08588441344434852
1.2499999720603228,33.39319638594176,1.2499999720603228,32.36414738917439,1.2499999720603228,37.87681407067277,1.2499999720603228,27.02187068718155,1.2499999720603228,0.08642380932264053
1.2599999718368053,33.34040595645739,1.2599999718368053,32.3095889109408,1.2599999718368053,37.858378310949,1.2599999718368053,26.954224176305768,1.2599999718368053,0.08696183640279231
1.269999971613288,33.28744457591478,1.269999971613288,32.25497604759997,1.269999971613288,37.83982225202304,1.269999971613288,26.88707747189398,1.269999971613288,0.08749850480386677
1.2799999713897705,33.23432368520327,1.2799999713897705,32.200316364155306,1.2799999713897705,37.82114612583032,1.2799999713897705,26.82042126944674,1.2799999713897705,0.08803382445602226
1.289999971166253,33.18105434441314,1.289999971166253,32.145617165124634,1.289999971166253,37.80235018827573,1.289999971166253,26.754246518058082,1.289999971166253,0.0885678051056663
1.2999999709427357,33.12764724465819,1.2999999709427357,32.090885502672165,1.2999999709427357,37.78343471830056,1.2999999709427357,26.6885444128378,1.2999999709427357,0.08910045632045531
1.3099999707192183,33.07411271953568,1.3099999707192183,32.036128184490785,1.3099999707192183,37.76440001697916,1.3099999707192183,26.623306387564405,1.3099999707192183,0.08963178749414502
1.3199999704957008,33.02046075623459,1.3199999704957008,31.981351781442356,1.3199999704957008,37.74524640664446,1.3199999704957008,26.558524107561766,1.3199999704957008,0.09016180785129595
1.3299999702721834,32.96670100630322,1.3299999702721834,31.926562634963346,1.3299999702721834,37.72597423004142,1.3299999702721834,26.494189462792566,1.3299999702721834,0.09069052645183868
1.339999970048666,32.91284279608632,1.339999970048666,31.871766864243074,1.339999970048666,37.706583849507595,1.339999970048666,26.43029456116194,1.339999970048666,0.09121795219550288
1.3499999698251486,32.85889513684206,1.3499999698251486,31.816970373181423,1.3499999698251486,37.68707564617986,1.3499999698251486,26.366831722024905,1.3499999698251486,0.09174409382611436
1.3599999696016312,32.80486673454846,1.3599999696016312,31.76217885713284,1.3599999696016312,37.667450019226706,1.3599999696016312,26.303793469891325,1.3599999696016312,0.09226895993576423
1.3699999693781137,32.75076599940897,1.3699999693781137,31.707397809443144,1.3699999693781137,37.647707385105065,1.3699999693781137,26.241172528322405,1.3699999693781137,0.09279255896885398
1.3799999691545963,32.696601055066246,1.3799999691545963,31.652632527785464,1.3799999691545963,37.62784817684109,1.3799999691545963,26.178961814012833,1.3799999691545963,0.09331489922602017
1.389999968931079,32.64237974753317,1.389999968931079,31.597888120301498,1.389999968931079,37.60787284333409,1.389999968931079,26.117154431052914,1.389999968931079,0.09383598886794262
1.3999999687075615,32.58810965384973,1.3999999687075615,31.543169511553998,1.3999999687075615,37.58778184868289,1.3999999687075615,26.0557436653652,1.3999999687075615,0.09435583591903944
1.409999968484044,32.5337980904741,1.409999968484044,31.488481448296298,1.409999968484044,37.567575671533916,1.409999968484044,25.994722979310268,1.409999968484044,0.09487444827105242
1.4199999682605267,32.47945212141617,1.4199999682605267,31.43382850506448,1.4199999682605267,37.54725480445042,1.4199999682605267,25.93408600645651,1.4199999682605267,0.09539183368652605
1.4299999680370092,32.425078566121286,1.4299999680370092,31.379215089597597,1.4299999680370092,37.52681975330203,1.4299999680370092,25.87382654650888,1.4299999680370092,0.0959079998021836
1.4399999678134918,32.37068400711194,1.4399999678134918,31.324645448091214,1.4399999678134918,37.506271036674185,1.4399999678134918,25.813938560391787,1.4399999678134918,0.09642295413220314
1.4499999675899744,32.31627479739477,1.4499999675899744,31.27012367028938,1.4499999675899744,37.485609185296696,1.4499999675899744,25.7544161654814,1.4499999675899744,0.09693670407139664
1.459999967366457,32.261857067640065,1.459999967366457,31.21565369442,1.459999967366457,37.464834741490904,1.459999967366457,25.695253630982798,1.459999967366457,0.09744925689829513
1.4699999671429396,32.207436733140774,1.4699999671429396,31.161239311978314,1.4699999671429396,37.443948258634876,1.4699999671429396,25.636445373447575,1.4699999671429396,0.09796061977814281
1.4799999669194221,32.15301950055768,1.4799999669194221,31.106884172363287,1.4799999669194221,37.42295030064599,1.4799999669194221,25.577985952427536,1.4799999669194221,0.09847079976580271
1.4899999666959047,32.09861087445741,1.4899999666959047,31.05259178737123,1.4899999666959047,37.401841441480485,1.4899999666959047,25.519870066260427,1.4899999666959047,0.09897980380857672
1.4999999664723873,32.04421616364946,1.4999999664723873,30.99836553555117,1.4999999664723873,37.380622264649425,1.4999999664723873,25.46209254798359,1.4999999664723873,0.09948763874894259
1.50999996624887,31.98984048732861,1.50999996624887,30.944208666426142,1.50999996624887,37.359293362750456,1.50999996624887,25.404648361371667,1.50999996624887,0.09999431132721037
1.5199999660253525,31.935488781028443,1.5199999660253525,30.890124304584507,1.5199999660253525,37.337855337015036,1.5199999660253525,25.347532597094546,1.5199999660253525,0.10049982818410075
