Type,Value,Type,Value,Type,Value
Data Source,Beta80_Z,Data Source,Beta80_Z,Data Source,Beta80_Z
Element,Plate:face1,Element,Plate:face1,Element,Plate:face1
,,,,,
,,,,,
Time[s],Albedo Absorbed Heat Flux,Time[s],Planet Absorbed Heat Flux,Time[s],Solar Direct Heat Flux
0.0,21.727208661257915,0.0,68.64497858584589,0.0,0.0
111.21976990103033,21.338200797455464,111.21976990103033,68.64497858584573,111.21976990103033,0.0
222.43953980206066,20.621366353608984,222.43953980206066,68.64497858584572,222.43953980206066,0.0
333.659309703091,19.590755994699922,333.659309703091,68.64497858584585,333.659309703091,0.0
444.87907960412133,18.267228539458436,444.87907960412133,68.64497858584572,444.87907960412133,0.0
556.0988495051516,16.679472234875078,556.0988495051516,68.6449785858459,556.0988495051516,0.0
667.318619406182,14.864050672751278,667.318619406182,68.64497858584588,667.318619406182,0.0
778.5383893072124,12.868077291703887,778.5383893072124,68.6449785858459,778.5383893072124,0.0
889.7581592082427,10.752573380360477,889.7581592082427,68.64497858584589,889.7581592082427,0.0
1000.9779291092732,8.602396034192944,1000.9779291092732,68.64497858584592,1000.9779291092732,0.0
1112.1976990103035,6.524885880958753,1112.1976990103035,68.64497858584588,1112.1976990103035,0.0
1223.4174689113338,4.633455695855197,1223.4174689113338,68.64497858584578,1223.4174689113338,0.0
1334.637238812364,3.0808812483485046,1334.637238812364,68.64497858584598,1334.637238812364,0.0
1445.8570087133946,1.9598403341668218,1445.8570087133946,68.64497858584576,1445.8570087133946,0.0
1557.076778614425,1.2460890724964915,1557.076778614425,68.64497858584586,1557.076778614425,0.0
1668.2965485154552,0.7962903015801505,1668.2965485154552,68.64497858584586,1668.2965485154552,0.0
1779.5163184164858,0.5175194331042456,1779.5163184164858,68.64497858584585,1779.5163184164858,0.0
1890.7360883175163,0.33847725633174425,1890.7360883175163,68.64497858584586,1890.7360883175163,0.0
2001.9558582185464,0.22796509461429812,2001.9558582185464,68.6449785858459,2001.9558582185464,0.0
2113.1756281195762,0.16057600430033644,2113.1756281195762,68.64497858584586,2113.1756281195762,0.0
2224.3953980206065,0.11923419165685606,2224.3953980206065,68.6449785858459,2224.3953980206065,0.0
2335.6151679216364,0.09400587269059194,2335.6151679216364,68.6449785858459,2335.6151679216364,0.0
2446.8349378226667,0.07898948280016944,2446.8349378226667,68.64497858584589,2446.8349378226667,0.0
2558.054707723697,0.07090441077567665,2558.054707723697,68.64497858584595,2558.054707723697,0.0
2669.2744776247273,0.0682480074294349,2669.2744776247273,68.64497858584589,2669.2744776247273,0.0
2780.494247525757,0.07057144535929416,2780.494247525757,68.644978585846,2780.494247525757,0.0
2891.714017426787,0.07830884721027509,2891.714017426787,68.64497858584586,2891.714017426787,30.76369092369947
3002.9337873278173,0.09298214319344399,3002.9337873278173,68.64497858584593,3002.9337873278173,61.04223155856039
3114.153557228847,0.11736960436383637,3114.153557228847,68.64497858584586,3114.153557228847,90.35812200340013
3225.3733271298775,0.1565423036882664,3225.3733271298775,68.64497858584586,3225.3733271298775,118.24904252655551
3336.5930970309078,0.21896891033386412,3336.5930970309078,68.64497858584586,3336.5930970309078,144.2751440352567
3447.8128669319376,0.3175024282232371,3447.8128669319376,68.64497858584593,3447.8128669319376,168.02598429460352
3559.0326368329675,0.47038064588470146,3559.0326368329675,68.64497858584593,3559.0326368329675,189.12700053675397
3670.2524067339987,0.7050839839205765,3670.2524067339987,68.64497858584586,3670.2524067339987,207.24541640316204
3781.4721766350285,1.0567634547514397,3781.4721766350285,68.64497858584586,3781.4721766350285,222.09549007219724
3892.691946536059,1.5844377049745086,3892.691946536059,68.64497858584585,3892.691946536059,233.44302080327378
4003.9117164370887,2.3963397227344743,4003.9117164370887,68.64497858584593,4003.9117164370887,241.10904281249924
4115.131486338119,3.5692040078592777,4115.131486338119,68.64497858584608,4115.131486338119,244.97264820063063
4226.351256239149,5.152181149814435,4226.351256239149,68.64497858584573,4226.351256239149,244.97289438078644
4337.571026140179,7.080668674097769,4337.571026140179,68.64497858584578,4337.571026140179,241.10976588456978
4448.790796041209,9.19682422025508,4448.790796041209,68.64497858584582,4448.790796041209,233.44417533399005
4560.01056594224,11.360139287744367,4560.01056594224,68.64497858584582,4560.01056594224,222.0970035181434
4671.23033584327,13.467942047432278,4671.23033584327,68.64497858584588,4671.23033584327,207.24719366896258
4782.450105744299,15.433059769425322,4782.450105744299,68.64497858584588,4782.450105744299,189.12892995025766
4893.66987564533,17.194324656775866,4893.66987564533,68.64497858584593,4893.66987564533,168.02794462366444
5004.889645546361,18.710268011311335,5004.889645546361,68.64497858584595,5004.889645546361,144.27701210520254
5116.10941544739,19.948210530894027,5116.10941544739,68.64497858584593,5116.10941544739,118.2507009596651
5227.329185348421,20.883329942632944,5227.329185348421,68.64497858584598,5227.329185348421,90.35946659423462
5338.54895524945,21.497924571367186,5338.54895524945,68.64497858584593,5338.54895524945,61.04317782152341
5449.768725150481,21.78087160249565,5449.768725150481,68.64497858584599,5449.768725150481,30.764179401612218
5560.988495051516,21.72720866125792,5560.988495051516,68.64497858584593,5560.988495051516,0.0
