Type,Value,Type,Value
Data Source,no_rad_maybe : TMD : THESISINTEGRATEDTESTNORA,Data Source,no_rad_maybe : TMD : THESISINTEGRATEDTESTNORA
Element,1,Element,2
,,,
,,,
Time[s],Temperature,Time[s],Temperature
3025.1785599999916,-94.5120996249453,3025.1785599999916,-115.34993479833689
3047.4225199999914,-94.79793298142135,3047.4225199999914,-115.6648425555253
3069.666479999991,-95.07792708937697,3069.666479999991,-115.97297661434988
3091.910439999991,-95.35222354288793,3091.910439999991,-116.27452405659048
3114.154399999991,-95.62095982601012,3114.154399999991,-116.56966499974087
3136.3983599999906,-95.88426944883196,3136.3983599999906,-116.8585729364829
3158.6423199999904,-96.14228207889128,3158.6423199999904,-117.14141505381387
3180.88627999999,-96.39512366808128,3180.88627999999,-117.41835253325232
3203.13023999999,-96.64291657517242,3203.13023999999,-117.68954083343418
3225.3741999999897,-96.88577968407834,3225.3741999999897,-117.95512995630854
3247.6181599999895,-97.12382851799427,3247.6181599999895,-118.21526469804762
3269.8621199999893,-97.35717534953635,3269.8621199999893,-118.47008488570015
3292.106079999989,-97.58592930700914,3292.106079999989,-118.71972560053835
3314.350039999989,-97.81019647692753,3314.350039999989,-118.96431738897721
3336.5939999999887,-98.03008000291703,3336.5939999999887,-119.20398646187839
3358.8379599999885,-98.24568018111489,3358.8379599999885,-119.43885488299136
3381.0819199999883,-98.45709455219142,3381.0819199999883,-119.66904074722848
3403.325879999988,-98.66441799010893,3403.325879999988,-119.89465834942011
3425.569839999988,-98.86774278773235,3425.569839999988,-120.11581834414926
3447.8137999999876,-99.06715873940306,3447.8137999999876,-120.33262789722197
3470.0577599999874,-99.26275322058417,3470.0577599999874,-120.54519082929068
3492.301719999987,-99.45461126468287,3492.301719999987,-120.75360775211068
3514.545679999987,-99.6428156371515,3514.545679999987,-120.95797619787704
3536.789639999987,-99.82744690696695,3536.789639999987,-121.15839074205779
3559.0335999999866,-100.008583515584,3559.0335999999866,-121.35494312011093
3581.2775599999864,-100.18630184345537,3581.2775599999864,-121.54772233844659
3603.521519999986,-100.36067627420863,3603.521519999986,-121.73681477997079
3625.765479999986,-100.5317792565661,3625.765479999986,-121.92230430452541
3648.0094399999857,-100.69968136409187,3648.0094399999857,-122.10427234451764
3670.2533999999855,-100.8644513528467,3670.2533999999855,-122.28279799601292
3692.4973599999853,-101.02615621702839,3692.4973599999853,-122.45795810554775
3714.741319999985,-101.18486124267311,3714.741319999985,-122.62982735290207
3736.985279999985,-101.34063005948998,3736.985279999985,-122.79847833005529
3759.2292399999847,-101.49352469089845,3759.2292399999847,-122.96398161653607
3781.4731999999844,-101.64360560233587,3781.4731999999844,-123.12640585136262
3803.7171599999842,-101.79093174789976,3803.7171599999842,-123.28581780175777
3825.961119999984,-101.93556061538716,3825.961119999984,-123.44228242881195
3848.205079999984,-102.07754826979065,3848.205079999984,-123.59586295025618
3870.4490399999836,-99.31409730008998,3870.4490399999836,-123.71495543499137
3892.6929999999834,-93.74505126601532,3892.6929999999834,-123.73858861088159
3914.936959999983,-88.37877276953306,3914.936959999983,-123.64202992566203
3937.180919999983,-83.22042345735508,3937.180919999983,-123.43437181250123
3959.4248799999827,-78.26880906095687,3959.4248799999827,-123.124417515034
3981.6688399999825,-73.52222779037417,3981.6688399999825,-122.72062647643867
4003.9127999999823,-68.97843568598198,4003.9127999999823,-122.23112258423076
4026.156759999982,-64.64266459211733,4026.156759999982,-121.66378690131867
4048.400719999982,-60.51909258320498,4048.400719999982,-121.02633924242019
4070.6446799999817,-56.60280365614293,4070.6446799999817,-120.32623413493774
4092.8886399999815,-52.88833019631482,4092.8886399999815,-119.57056485601471
4115.132599999982,-49.36970297470359,4115.132599999982,-118.76605409089424
4137.3765599999815,-46.043566110453085,4137.3765599999815,-117.7257964088694
4159.620519999981,-42.90190437115603,4159.620519999981,-116.2705102414345
4181.864479999981,-39.929526354125116,4181.864479999981,-114.42169351432253
4204.108439999981,-37.111936299037644,4204.108439999981,-112.20037289306225
4226.352399999981,-34.43539019173484,4226.352399999981,-109.62727184363652
4248.59635999998,-31.893937214919685,4248.59635999998,-106.53292791818909
4270.84031999998,-29.47793924009308,4270.84031999998,-102.75701293769227
4293.08427999998,-27.16763701760329,4293.08427999998,-98.33901653249885
4315.32823999998,-24.945215931790766,4315.32823999998,-93.31993618025574
4337.57219999998,-22.794810154008733,4337.57219999998,-87.7428191493403
4359.816159999979,-20.712149975116585,4359.816159999979,-81.66237213154555
4382.060119999979,-18.694249715326254,4382.060119999979,-75.13584520406098
4404.304079999979,-16.729737282818874,4404.304079999979,-68.21406426202715
4426.548039999979,-14.80912604818636,4426.548039999979,-60.95092765272993
4448.7919999999785,-12.92477370722404,4448.7919999999785,-53.403292930823824
4471.035959999978,-11.08030464600638,4471.035959999978,-45.645450696065716
4493.279919999978,-9.280470278996388,4493.279919999978,-37.75255876782088
4515.523879999978,-7.521560665689089,4515.523879999978,-29.784756776248358
4537.767839999978,-5.801335966884663,4537.767839999978,-21.801831863237155
4560.0117999999775,-4.118882492356057,4560.0117999999775,-13.861953587859432
4582.255759999977,-2.4836020875649782,4582.255759999977,-6.040336916598903
4604.499719999977,-0.9053478466696169,4604.499719999977,1.594510575663624
4626.743679999977,0.6149737415955995,4626.743679999977,9.002251173613837
4648.987639999977,2.075972484960101,4648.987639999977,16.14946622744385
4671.231599999976,3.47597720377331,4671.231599999976,23.010219110977935
4693.475559999976,4.804533393962127,4693.475559999976,29.54159835654448
4715.719519999976,6.051709153620033,4715.719519999976,35.71213662521484
4737.963479999976,7.2169973936860305,4737.963479999976,41.52588806514656
4760.207439999976,8.300345389640873,4760.207439999976,46.99287513958193
4782.451399999975,9.302206628821214,4782.451399999975,52.12792220421856
4804.695359999975,10.215458393351774,4804.695359999975,56.920686267402864
4826.939319999975,11.033832490149301,4826.939319999975,61.36879354155849
4849.183279999975,11.760070129714643,4849.183279999975,65.5049634205037
4871.4272399999745,12.397489493115822,4871.4272399999745,69.36117001976791
4893.671199999974,12.949868839304019,4893.671199999974,72.96784785274556
4915.915159999974,13.413939282536857,4915.915159999974,76.3209693654486
4938.159119999974,13.78688147707122,4938.159119999974,79.42115418973063
4960.403079999974,14.073731183759199,4960.403079999974,82.30476268637445
4982.6470399999735,14.279759715887785,4982.6470399999735,85.00341373132437
5004.890999999973,14.410325921452277,5004.890999999973,87.54429104843733
5027.134959999973,14.46418445006795,5027.134959999973,89.91503896668472
5049.378919999973,14.440040309599748,5049.378919999973,92.10812521012876
5071.622879999973,14.343198347291569,5071.622879999973,94.15512984826073
5093.866839999972,14.178962229145839,5093.866839999972,96.08186677890495
5116.110799999972,13.952510747946278,5116.110799999972,97.90930180706573
5138.354759999972,13.663154169551007,5138.354759999972,99.61626682191863
5160.598719999972,13.30985501715651,5160.598719999972,101.18786214016183
5182.842679999972,12.89702776408437,5182.842679999972,102.65203424428326
5205.086639999971,12.429059169807434,5205.086639999971,104.0307028126661
5227.330599999971,11.910195123157484,5227.330599999971,105.34098814026241
5249.574559999971,11.339812271712466,5249.574559999971,106.55605864506205
5271.818519999971,10.716793191056121,5271.818519999971,107.65661614962833
5294.0624799999705,10.044365867270031,5294.0624799999705,108.66915356413507
5316.30643999997,9.3258129694595,5316.30643999997,109.61384040616069
5338.55039999997,8.56435059711524,5338.55039999997,110.50598452385366
5360.79435999997,7.759470786450122,5360.79435999997,111.31554322761536
5383.03831999997,6.910085081995317,5383.03831999997,112.0208375687817
5405.282279999969,6.01831305848209,5405.282279999969,112.64798896524718
5427.526239999969,5.086436895646811,5427.526239999969,113.21645723791906
5449.770199999969,4.116765183463159,5449.770199999969,113.74070588984887
5472.014159999969,3.1090984253187752,5472.014159999969,114.18895255665038
5494.258119999969,2.0625862355676867,5494.258119999969,114.53824046822707
5516.502079999968,0.9783966396376609,5516.502079999968,114.81455990003978
5538.746039999968,-0.14204134517327255,5538.746039999968,115.03697591841009
5560.989999999968,-1.2971827138853216,5560.989999999968,115.21945091488139
5583.233959999968,-2.411752676965678,5583.233959999968,115.33012619604717
5605.4779199999675,-3.418329276733392,5605.4779199999675,115.34730123869844
5627.721879999967,-4.329933163084767,5627.721879999967,115.29856757512603
5649.965839999967,-5.15758816061066,5649.965839999967,115.20371586889239
5672.209799999967,-5.910713332488881,5672.209799999967,115.07689231611552
5694.453759999967,-6.59867594568609,5694.453759999967,114.88569789874342
5716.6977199999665,-7.230432977997856,5716.6977199999665,114.60637031089453
5738.941679999966,-7.813189445778502,5738.941679999966,114.26386134267784
5761.185639999966,-8.352946842802053,5761.185639999966,113.8760672212207
5783.429599999966,-8.854761716719793,5783.429599999966,113.45580021662286
5805.673559999966,-9.324155920073686,5805.673559999966,112.97067259057894
5827.917519999965,-9.766699715139868,5827.917519999965,112.39680459255212
5850.161479999965,-10.186645787866562,5850.161479999965,111.75799148437805
5872.405439999965,-10.587399242317254,5872.405439999965,111.07131475675556
5894.649399999965,-10.971723567853694,5894.649399999965,110.34902548411488
5916.893359999965,-11.343052736590208,5916.893359999965,109.55989227873393
5939.137319999964,-11.705076216079288,5939.137319999964,108.6806405484593
5961.381279999964,-12.060413397221637,5961.381279999964,107.73374447678941
5983.625239999964,-12.411031149636008,5983.625239999964,106.73536646619151
6005.869199999964,-12.758420300101347,6005.869199999964,105.69712181265568
6028.1131599999635,-13.104810848351082,6028.1131599999635,104.58946294856021
6050.357119999963,-13.452784341894786,6050.357119999963,103.39002643274404
6072.601079999963,-13.804025379357757,6072.601079999963,102.11953496213121
6094.845039999963,-14.15969225354952,6094.845039999963,100.79292824429892
6117.088999999963,-14.520570937193744,6117.088999999963,99.42096141969503
6139.332959999962,-14.888182943204606,6139.332959999962,97.97616683972839
6161.576919999962,-15.26443916589132,6161.576919999962,96.43733002661814
6183.820879999962,-15.650495056228998,6183.820879999962,94.82297800698151
6206.064839999962,-16.047073844401808,6206.064839999962,93.14649301220058
6228.308799999962,-16.454600027154726,6228.308799999962,91.41750539837216
6250.552759999961,-16.87418641500128,6250.552759999961,89.61095612349375
6272.796719999961,-17.30733860503056,6272.796719999961,87.70699429058516
6295.040679999961,-17.75493534554783,6295.040679999961,85.72152882041377
6317.284639999961,-18.217502260274518,6317.284639999961,83.66603380150508
6339.5285999999605,-18.695325353099783,6339.5285999999605,81.54871136791219
6361.77255999996,-19.189303754871236,6361.77255999996,79.34715895911047
6384.01651999996,-19.70071102977111,6384.01651999996,77.0430687804914
6406.26047999996,-20.230318648424195,6406.26047999996,74.64932579241265
6428.50443999996,-20.77861820742961,6428.50443999996,72.17511700358827
6450.7483999999595,-21.345915320831228,6450.7483999999595,69.6268557103127
6472.992359999959,-21.933035806379937,6472.992359999959,66.98493379246726
6495.236319999959,-22.54114776162938,6495.236319999959,64.23270444949897
6517.480279999959,-23.171042889449986,6517.480279999959,61.379622094117664
6539.724239999959,-23.82330598097545,6539.724239999959,58.432158631634195
6561.968199999958,-24.498390016130255,6561.968199999958,55.394495298003655
6584.212159999958,-25.197165393504424,6584.212159999958,52.24980978454992
6606.456119999958,-25.920804825835656,6606.456119999958,48.98313587777506
6628.700079999958,-26.670234232019766,6628.700079999958,45.60006272460139
6650.944039999958,-27.446249294153574,6650.944039999958,42.10384185812139
6673.187999999957,-28.249573336068718,6673.187999999957,38.49586511115543
6695.431959999957,-29.081108914594207,6695.431959999957,34.761899102320406
6717.675919999957,-29.942028663687285,6717.675919999957,30.888537725379898
6739.919879999957,-30.833535989871255,6739.919879999957,26.87701066556201
6762.1638399999565,-31.75678599227793,6762.1638399999565,22.726738235883687
6784.407799999956,-32.71292867385337,6784.407799999956,18.435623338975766
6806.651759999956,-33.70190752745851,6806.651759999956,13.991608864113285
6828.895719999956,-34.723988768806024,6828.895719999956,9.382575725206877
6851.139679999956,-35.78097875805969,6851.139679999956,4.604847611292734
6873.383639999955,-36.87471008046457,6873.383639999955,-0.3466850862197175
6895.627599999955,-38.00707461599574,6895.627599999955,-5.478405632614268
6917.871559999955,-39.17364015848402,6917.871559999955,-10.613801299160832
6940.115519999955,-40.36677611485375,6940.115519999955,-15.595255326896638
6962.359479999955,-41.5826376040683,6962.359479999955,-20.46371293773432
6984.603439999954,-42.81849985643465,6984.603439999954,-25.25331013226542
7006.847399999954,-44.07254058232445,7006.847399999954,-29.992847355857148
7029.091359999954,-45.3410279781471,7029.091359999954,-34.51819762787793
7051.335319999954,-46.61710429710673,7051.335319999954,-38.67688838835743
7073.5792799999535,-47.8938466852424,7073.5792799999535,-42.51448245068466
7095.823239999953,-49.165685455331705,7095.823239999953,-46.069028634192875
7118.067199999953,-50.42815193269685,7118.067199999953,-49.372587300042554
7140.311159999953,-51.67767663314127,7140.311159999953,-52.45239159969925
7162.555119999953,-52.91142669422001,7162.555119999953,-55.33174352664181
7184.7990799999525,-54.127174195539496,7184.7990799999525,-58.03071387054654
7207.043039999952,-55.323188976788224,7207.043039999952,-60.56669510640853
7229.286999999952,-56.49815101857899,7229.286999999952,-62.9548425659494
7251.530959999952,-57.6510785407621,7251.530959999952,-65.20842974251607
7273.774919999952,-58.78126879767295,7273.774919999952,-67.3391368862243
7296.018879999951,-59.88824918063929,7296.018879999951,-69.3572872578685
7318.262839999951,-60.97173672503359,7318.262839999951,-71.27204193938164
7340.506799999951,-62.03160449811368,7340.506799999951,-73.091561551753
7362.750759999951,-63.067853640966355,7362.750759999951,-74.82314134099308
7384.994719999951,-64.0805900722862,7384.994719999951,-76.47332467482008
7407.23867999995,-65.07000504780943,7407.23867999995,-78.04799891867087
7429.48263999995,-66.03635891775188,7429.48263999995,-79.55247683853075
7451.72659999995,-66.97996754374728,7451.72659999995,-80.99156604494868
7473.97055999995,-67.90119093280218,7473.97055999995,-82.36962850048302
7496.2145199999495,-68.80042372349807,7496.2145199999495,-83.69063172740522
7518.458479999949,-69.67808722282058,7518.458479999949,-84.9581930484904
7540.702439999949,-70.53462274350261,7540.702439999949,-86.17561795233394
7562.946399999949,-71.37048603392428,7562.946399999949,-87.34593348174454
7585.190359999949,-72.18614262723109,7585.190359999949,-88.47191738870866
7607.4343199999485,-72.98206396484647,7607.4343199999485,-89.55612367407127
7629.678279999948,-73.7587241731128,7629.678279999948,-90.6009050281986
7651.922239999948,-74.51659739131014,7651.922239999948,-91.6084326056626
7674.166199999948,-75.25615556551166,7674.166199999948,-92.58071349866935
7696.410159999948,-75.97786663623152,7696.410159999948,-93.5196062176153
7718.654119999947,-76.68219305908694,7718.654119999947,-94.42683444049132
7740.898079999947,-77.3695906071189,7740.898079999947,-95.30399925404183
7763.142039999947,-78.04050741131654,7763.142039999947,-96.15259007717432
7785.385999999947,-78.69538320252589,7785.385999999947,-96.9739944299444
7807.629959999947,-79.33464872350835,7807.629959999947,-97.76950668858177
7829.873919999946,-79.95872528462405,7829.873919999946,-98.54033594772304
7852.117879999946,-80.56802444059215,7852.117879999946,-99.28761309466641
7874.361839999946,-81.16294776914538,7874.361839999946,-100.0123971865691
7896.605799999946,-81.74378319598614,7896.605799999946,-100.71568007519112
7918.8497599999455,-82.31102265928675,7918.8497599999455,-101.39839290188982
7941.093719999945,-82.86503679025716,7941.093719999945,-102.06141189945262
7963.337679999945,-83.4061861185929,7963.337679999945,-102.7055614237537
7985.581639999945,-83.93482115622128,7985.581639999945,-103.33161785170765
8007.825599999945,-84.45128251499945,8007.825599999945,-103.94031313017898
8030.069559999944,-84.95590105208497,8030.069559999944,-104.53233801184328
8052.313519999944,-85.44899803762846,8052.313519999944,-105.10834500980609
8074.557479999944,-85.93088534023295,8074.557479999944,-105.66895109913794
8096.801439999944,-86.40186562630417,8096.801439999944,-106.21474019030265
8119.045399999944,-86.86223256999912,8119.045399999944,-106.7462653966737
8141.289359999943,-87.31227107097952,8141.289359999943,-107.26405111589683
8163.533319999943,-87.7522574776049,8163.533319999943,-107.76859494271723
8185.777279999943,-88.18245981356759,8185.777279999943,-108.26036942900849
8208.021239999944,-88.60313800628693,8208.021239999944,-108.73982370508182
8230.265199999943,-89.01454411565034,8230.265199999943,-109.2073849748906
8252.509159999943,-89.41692256192155,8252.509159999943,-109.66345989645114
8274.753119999943,-89.81051035183437,8274.753119999943,-110.10843585765268
8296.997079999943,-90.19553730206228,8296.997079999943,-110.54268215661344
8319.241039999943,-90.57222625939976,8319.241039999943,-110.96655109483429
8341.484999999942,-90.94079331711691,8341.484999999942,-111.38037899059672
8363.728959999942,-91.30144802705651,8363.728959999942,-111.78448711933439
8385.972919999942,-91.65439360713385,8385.972919999942,-112.17918258706617
8408.216879999942,-91.99982714397895,8408.216879999942,-112.56475914240634
8430.460839999942,-92.3379397905265,8430.460839999942,-112.94149793215402
8452.704799999941,-92.66891695841663,8452.704799999941,-113.30966820500417
8474.948759999941,-92.9929385051172,8474.948759999941,-113.66952796750978
8497.19271999994,-93.31017891571928,8497.19271999994,-114.02132459605312
8519.43667999994,-93.620807479392,8519.43667999994,-114.36529540825046
8541.68063999994,-93.92498846051157,8541.68063999994,-114.7016681969131
8563.92459999994,-94.2228812645035,8563.92459999994,-115.03066172941601
8586.16855999994,-94.51464059845692,8586.16855999994,-115.35248621508012
8608.41251999994,-94.80041662658668,8608.41251999994,-115.66734374295223
8630.65647999994,-95.08035512063171,8630.65647999994,-115.97542869216572
8652.90043999994,-95.35459760528963,8652.90043999994,-116.276928116883
8675.14439999994,-95.62328149879569,8675.14439999994,-116.57202210765556
8697.388359999939,-95.88654024876085,8697.388359999939,-116.86088413088737
8719.632319999939,-96.14450346338892,8719.632319999939,-117.14368134795117
8741.876279999939,-96.39729703819614,8741.876279999939,-117.42057491538256
8764.120239999938,-96.64504327835918,8764.120239999938,-117.69172026746438
8786.364199999938,-96.8878610168185,8786.364199999938,-117.95726738241018
8808.608159999938,-97.12586572826505,8808.608159999938,-118.21736103326194
8830.852119999938,-97.35916963913759,8830.852119999938,-118.47214102453087
