Type,Value,Type,Value,Type,Value
Data Source,BetaZero_Z_high,Data Source,BetaZero_Z_high,Data Source,BetaZero_Z_high
Element,Plate:face1,Element,Plate:face1,Element,Plate:face1
,,,,,
,,,,,
Time[s],Albedo Absorbed Heat Flux,Time[s],Planet Absorbed Heat Flux,Time[s],Solar Direct Heat Flux
0.0,82.70618556461623,0.0,46.50771886912549,0.0,0.0
126.10234366097674,80.4156153269479,126.10234366097674,46.5077188691254,126.10234366097674,0.0
252.2046873219535,76.85671948842803,252.2046873219535,46.507718869125426,252.2046873219535,0.0
378.3070309829302,72.08563655563408,378.3070309829302,46.50771886912545,378.3070309829302,0.0
504.409374643907,66.17762685361475,504.409374643907,46.50771886912552,504.409374643907,0.0
630.5117183048836,59.22588452594372,630.5117183048836,46.507718869125526,630.5117183048836,0.0
756.6140619658604,51.34006646868068,756.6140619658604,46.50771886912544,756.6140619658604,0.0
882.7164056268373,42.644561481986,882.7164056268373,46.50771886912553,882.7164056268373,0.0
1008.818749287814,33.276527029788994,1008.818749287814,46.50771886912547,1008.818749287814,0.0
1134.9210929487908,23.393240723878765,1134.9210929487908,46.50771886912557,1134.9210929487908,0.0
1261.0234366097675,13.511246430733978,1261.0234366097675,46.507718869125455,1261.0234366097675,0.0
1387.1257802707444,4.993633700509048,1387.1257802707444,46.50771886912544,1387.1257802707444,0.0
1513.228123931721,0.31373072068494673,1513.228123931721,46.507718869125554,1513.228123931721,0.0
1639.3304675926981,0.0,1639.3304675926981,46.50771886912543,1639.3304675926981,0.0
1765.4328112536748,0.0,1765.4328112536748,46.50771886912553,1765.4328112536748,0.0
1891.5351549146515,0.0,1891.5351549146515,46.507718869125505,1891.5351549146515,0.0
2017.6374985756283,0.0,2017.6374985756283,46.507718869125455,2017.6374985756283,0.0
2100.6700971343535,0.0,2100.6700971343535,46.50771886912553,2100.6700971343535,0.0
2109.427204333032,0.0,2109.427204333032,46.5077188691255,2109.427204333032,0.0
2143.739842236605,0.0,2143.739842236605,46.50771886912547,2143.739842236605,0.0
2269.8421858975817,0.0,2269.8421858975817,46.50771886912552,2269.8421858975817,0.0
2395.9445295585583,0.0,2395.9445295585583,46.50771886912548,2395.9445295585583,0.0
2522.0468732195345,0.0,2522.0468732195345,46.50771886912551,2522.0468732195345,0.0
2648.149216880511,0.0,2648.149216880511,46.507718869125526,2648.149216880511,0.0
2774.2515605414874,0.0,2774.2515605414874,46.50771886912555,2774.2515605414874,0.0
2900.3539042024645,0.0,2900.3539042024645,46.50771886912549,2900.3539042024645,0.0
3026.4562478634407,0.0,3026.4562478634407,46.5077188691255,3026.4562478634407,0.0
3152.5585915244174,0.0,3152.5585915244174,46.50771886912558,3152.5585915244174,0.0
3278.6609351853936,0.0,3278.6609351853936,46.507718869125476,3278.6609351853936,0.0
3404.7632788463698,0.0,3404.7632788463698,46.50771886912553,3404.7632788463698,0.0
3530.8656225073464,0.0,3530.8656225073464,46.507718869125476,3530.8656225073464,0.0
3656.967966168323,0.0,3656.967966168323,46.50771886912553,3656.967966168323,0.0
3783.0703098292997,0.0,3783.0703098292997,46.50771886912549,3783.0703098292997,0.0
3909.172653490276,0.0,3909.172653490276,46.507718869125476,3909.172653490276,0.0
4035.274997151252,0.0,4035.274997151252,46.50771886912551,4035.274997151252,0.0
4161.37734081223,0.0,4161.37734081223,46.50771886912553,4161.37734081223,0.0
4195.697675392045,0.0,4195.697675392045,46.50771886912555,4195.697675392045,0.0
4204.454782590724,0.0,4204.454782590724,46.50771886912553,4204.454782590724,1224.8574969706387
4287.479684473206,0.009472329616629051,4287.479684473206,46.50771886912553,4287.479684473206,1278.9740239736495
4413.582028134183,0.38835984812937374,4413.582028134183,46.507718869125526,4413.582028134183,1344.3272863176524
4539.684371795159,2.337241069948355,4539.684371795159,46.507718869125554,4539.684371795159,1388.480684053551
4665.786715456135,8.163221401334434,4665.786715456135,46.50771886912553,4665.786715456135,1410.7375256571595
4791.889059117112,18.2345239033772,4791.889059117112,46.50771886912542,4791.889059117112,1410.7464028032364
4917.991402778089,28.33342748209994,4917.991402778089,46.50771886912539,4917.991402778089,1388.5067577082175
5044.093746439065,37.985548309558354,5044.093746439065,46.50771886912553,5044.093746439065,1344.3689181771701
5170.196090100042,47.03865151481029,5170.196090100042,46.507718869125476,5170.196090100042,1279.0285981552104
5296.298433761019,55.34994470339947,5296.298433761019,46.507718869125476,5296.298433761019,1193.515948912423
5422.4007774219945,62.78833110696119,5422.4007774219945,46.507718869125526,5422.4007774219945,1089.1793320872573
5548.503121082971,69.23647848454391,5548.503121082971,46.50771886912553,5548.503121082971,967.6640692925821
5674.605464743949,74.59267105816889,5674.605464743949,46.50771886912549,5674.605464743949,830.8865025315216
5800.707808404924,78.77241517996677,5800.707808404924,46.50771886912553,5800.707808404924,681.0037739941225
5926.810152065901,81.70977331122829,5926.810152065901,46.50771886912555,5926.810152065901,520.3798017218022
6052.912495726878,83.35840518371295,6052.912495726878,46.50771886912553,6052.912495726878,351.5479880315811
6179.014839387854,83.6922996425776,6179.014839387854,46.50771886912544,6179.014839387854,177.17124951297012
6305.1171830488365,82.70618556461629,6305.1171830488365,46.50771886912553,6305.1171830488365,0.0
