Type,Value,Type,Value,Type,Value
Data Source,Beta45_Z,Data Source,Beta45_Z,Data Source,Beta45_Z
Element,Plate:face1,Element,Plate:face1,Element,Plate:face1
,,,,,
,,,,,
Time[s],Albedo Absorbed Heat Flux,Time[s],Planet Absorbed Heat Flux,Time[s],Solar Direct Heat Flux
0.0,87.92593012107056,0.0,68.64497858584589,0.0,0.0
111.21976990103033,86.31315923267442,111.21976990103033,68.64497858584573,111.21976990103033,0.0
222.43953980206066,83.3401072701449,222.43953980206066,68.64497858584572,222.43953980206066,0.0
333.659309703091,79.05366856837345,333.659309703091,68.64497858584585,333.659309703091,0.0
444.87907960412133,73.52145389533383,444.87907960412133,68.64497858584572,444.87907960412133,0.0
556.0988495051516,66.83072349426607,556.0988495051516,68.6449785858459,556.0988495051516,0.0
667.318619406182,59.08701006317728,667.318619406182,68.64497858584588,667.318619406182,0.0
778.5383893072124,50.41245344305869,778.5383893072124,68.6449785858459,778.5383893072124,0.0
889.7581592082427,40.94387334050487,889.7581592082427,68.64497858584589,889.7581592082427,0.0
1000.9779291092732,30.831213627780784,1000.9779291092732,68.64497858584592,1000.9779291092732,0.0
1112.1976990103035,20.31944125218503,1112.1976990103035,68.64497858584588,1112.1976990103035,0.0
1223.4174689113338,10.0353767371231,1223.4174689113338,68.64497858584578,1223.4174689113338,0.0
1334.637238812364,2.1279625115166523,1334.637238812364,68.64497858584598,1334.637238812364,0.0
1445.8570087133946,0.09852353586548751,1445.8570087133946,68.64497858584576,1445.8570087133946,0.0
1557.076778614425,0.004925231487496913,1557.076778614425,68.64497858584586,1557.076778614425,0.0
1668.2965485154552,4.3179780977443874E-6,1668.2965485154552,68.64497858584586,1668.2965485154552,0.0
1779.5163184164858,0.0,1779.5163184164858,68.64497858584585,1779.5163184164858,0.0
1832.6831638520987,0.0,1832.6831638520987,68.64497858584589,1832.6831638520987,0.0
1840.4067589841145,0.0,1840.4067589841145,68.6449785858459,1840.4067589841145,0.0
1890.7360883175163,0.0,1890.7360883175163,68.64497858584586,1890.7360883175163,0.0
2001.9558582185464,0.0,2001.9558582185464,68.6449785858459,2001.9558582185464,0.0
2113.1756281195762,0.0,2113.1756281195762,68.64497858584586,2113.1756281195762,0.0
2224.3953980206065,0.0,2224.3953980206065,68.6449785858459,2224.3953980206065,0.0
2335.6151679216364,0.0,2335.6151679216364,68.6449785858459,2335.6151679216364,0.0
2446.8349378226667,0.0,2446.8349378226667,68.64497858584589,2446.8349378226667,0.0
2558.054707723697,0.0,2558.054707723697,68.64497858584595,2558.054707723697,0.0
2669.2744776247273,0.0,2669.2744776247273,68.64497858584589,2669.2744776247273,0.0
2780.494247525757,0.0,2780.494247525757,68.644978585846,2780.494247525757,0.0
2891.714017426787,0.0,2891.714017426787,68.64497858584586,2891.714017426787,0.0
3002.9337873278173,0.0,3002.9337873278173,68.64497858584593,3002.9337873278173,0.0
3114.153557228847,0.0,3114.153557228847,68.64497858584586,3114.153557228847,0.0
3225.3733271298775,0.0,3225.3733271298775,68.64497858584586,3225.3733271298775,0.0
3336.5930970309078,0.0,3336.5930970309078,68.64497858584586,3336.5930970309078,0.0
3447.8128669319376,0.0,3447.8128669319376,68.64497858584593,3447.8128669319376,0.0
3559.0326368329675,0.0,3559.0326368329675,68.64497858584593,3559.0326368329675,0.0
3670.2524067339987,0.0,3670.2524067339987,68.64497858584586,3670.2524067339987,0.0
3720.5749477513605,0.0,3720.5749477513605,68.64497858584585,3720.5749477513605,0.0
3728.298542883376,0.0,3728.298542883376,68.64497858584585,3728.298542883376,877.1923225611497
3781.4721766350285,6.768714082813553E-4,3781.4721766350285,68.64497858584586,3781.4721766350285,904.37795225134
3892.691946536059,0.08801835016897186,3892.691946536059,68.64497858584585,3892.691946536059,950.5880873093024
4003.9117164370887,0.7911830302929469,4003.9117164370887,68.64497858584593,4003.9117164370887,981.8073308960084
4115.131486338119,4.044999440268881,4115.131486338119,68.64497858584608,4115.131486338119,997.5431685510301
4226.351256239149,12.993327205251118,4226.351256239149,68.64497858584573,4226.351256239149,997.5472506412158
4337.571026140179,23.737970279610366,4337.571026140179,68.64497858584578,4337.571026140179,981.8193206738197
4448.790796041209,34.192847219950835,4448.790796041209,68.64497858584582,4448.790796041209,950.6072314129308
4560.01056594224,44.112728101732436,4560.01056594224,68.64497858584582,4560.01056594224,904.4030477863428
4671.23033584327,53.3379578761898,4671.23033584327,68.64497858584588,4671.23033584327,843.9352973077393
4782.450105744299,61.72303265677834,4782.450105744299,68.64497858584588,4782.450105744299,770.1574895644839
4893.66987564533,69.13569830744989,4893.66987564533,68.64497858584593,4893.66987564533,684.2330852727417
5004.889645546361,75.45903571864619,5004.889645546361,68.64497858584595,5004.889645546361,587.5171515395526
5116.10941544739,80.59330575625162,5116.10941544739,68.64497858584593,5116.10941544739,481.53499240513753
5227.329185348421,84.45752323324436,5227.329185348421,68.64497858584598,5227.329185348421,367.9580916262923
5338.54895524945,86.99073501709036,5338.54895524945,68.64497858584593,5338.54895524945,248.57774723963337
5449.768725150481,88.15298205837831,5449.768725150481,68.64497858584599,5449.768725150481,125.27681402634401
5560.988495051516,87.92593012107059,5560.988495051516,68.64497858584593,5560.988495051516,0.0
