Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_,Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_,Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_,Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_,Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_,Data Source,InternalRad : TMD : THESISINTEGRATEDTESTRAD_
Element,1,Element,2,Element,3,Element,4,Element,5,Element,6
,,,,,,,,,,,
,,,,,,,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature
0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
22.243959999999998,15.870778080789522,22.243959999999998,16.00684802006843,22.243959999999998,38.7043961129534,22.243959999999998,16.04469090601841,22.243959999999998,23.362591653814174,22.243959999999998,16.212792310985325
44.487919999999995,13.368210970463924,44.487919999999995,13.791086429116303,44.487919999999995,51.40837790149546,44.487919999999995,13.849611565150122,44.487919999999995,25.980829390841652,44.487919999999995,14.646679315581165
66.73187999999999,11.973332289319936,66.73187999999999,12.736438083424577,66.73187999999999,59.744728896716055,66.73187999999999,12.805850145193297,66.73187999999999,28.1000250485377,66.73187999999999,14.629914529967861
88.97583999999999,11.304680622901175,88.97583999999999,12.409003266224236,88.97583999999999,65.10445340444889,88.97583999999999,12.483714341077151,88.97583999999999,29.844694335333735,88.97583999999999,15.66564571792999
111.21979999999999,11.096292086456629,111.21979999999999,12.517450345669213,111.21979999999999,68.52723774037635,111.21979999999999,12.594374353645497,111.21979999999999,31.291150983125803,111.21979999999999,17.396704093839475
133.46375999999998,11.16505761712652,133.46375999999998,12.868851689775264,133.46375999999998,70.68642476192817,133.46375999999998,12.946376952102252,133.46375999999998,32.48415986315883,133.46375999999998,19.561734722373302
155.70771999999997,11.388749634461426,155.70771999999997,13.339560576312921,155.70771999999997,72.02019150294342,155.70771999999997,13.416964010747739,155.70771999999997,33.460017131838136,155.70771999999997,21.977180968673242
177.95167999999995,11.69131492689012,177.95167999999995,13.856650627990708,177.95167999999995,72.84347321622819,177.95167999999995,13.93413059814618,177.95167999999995,34.26142587467381,177.95167999999995,24.526025276710435
200.19563999999994,12.027364642484503,200.19563999999994,14.379419809212072,200.19563999999994,73.35082179508666,200.19563999999994,14.45699156181102,200.19563999999994,34.92407429188709,200.19563999999994,27.130771507139155
222.43959999999993,12.369254081955702,222.43959999999993,14.885437316201743,222.43959999999993,73.66052870808467,222.43959999999993,14.963300149349163,222.43959999999993,35.47691795604039,222.43959999999993,29.74111207951732
244.68355999999991,12.695946685166506,244.68355999999991,15.358124677005197,244.68355999999991,73.80501623748012,244.68355999999991,15.436494072439094,244.68355999999991,35.930419466314,244.68355999999991,32.30960106777753
266.9275199999999,12.991969764060514,266.9275199999999,15.785595618312895,266.9275199999999,73.80243551318024,266.9275199999999,15.864704711814412,266.9275199999999,36.29109196669352,266.9275199999999,34.803405124392484
289.1714799999999,13.25099698244017,289.1714799999999,16.164594802266514,289.1714799999999,73.70182883442628,289.1714799999999,16.244688655369558,289.1714799999999,36.57511038281328,289.1714799999999,37.21604597761781
311.41543999999993,13.471025897413238,311.41543999999993,16.495788631913626,311.41543999999993,73.53334076559071,311.41543999999993,16.5770981392026,311.41543999999993,36.79561850614014,311.41543999999993,39.54675501053039
333.65939999999995,13.65257382265364,333.65939999999995,16.78188886592617,333.65939999999995,73.31581064368095,333.65939999999995,16.864618672182925,333.65939999999995,36.96321535907248,333.65939999999995,41.79810423704344
355.90335999999996,13.792658752205435,355.90335999999996,17.021258753965082,355.90335999999996,73.02341594250738,355.90335999999996,17.10551922342841,355.90335999999996,37.074439452812,355.90335999999996,43.954205758005024
378.14732,13.887274677916482,378.14732,17.210665843707208,378.14732,72.63933405426503,378.14732,17.296540444943943,378.14732,37.12519116331187,378.14732,46.0040543402785
400.39128,13.937144768672233,400.39128,17.35160349004976,400.39128,72.19011545411625,400.39128,17.43917465184645,400.39128,37.123281010539806,400.39128,47.96066007676664
422.63524,13.944617701431524,422.63524,17.447277943617383,422.63524,71.69250875018038,422.63524,17.536622664862143,422.63524,37.07571246319701,422.63524,49.83579187269326
444.8792,13.912849365409587,444.8792,17.50164588016212,444.8792,71.15737721570733,444.8792,17.592833931978976,444.8792,36.988618730332234,444.8792,51.63976548783262
467.12316000000004,13.8407127214134,467.12316000000004,17.513810343072247,467.12316000000004,70.55610610033739,467.12316000000004,17.60683854392536,467.12316000000004,36.85592378817414,467.12316000000004,53.35700264251931
489.36712000000006,13.725391028603747,489.36712000000006,17.480849076732262,489.36712000000006,69.86988491755234,489.36712000000006,17.575710195693784,489.36712000000006,36.671633108168436,489.36712000000006,54.97666632793541
511.6110800000001,13.568047725801389,511.6110800000001,17.404077722074284,511.6110800000001,69.1218060010983,511.6110800000001,17.500779436426583,511.6110800000001,36.44154098255117,511.6110800000001,56.51589736374367
533.85504,13.371130133677525,533.85504,17.286368819185796,533.85504,68.32654919860666,533.85504,17.38492906297773,533.85504,36.17114557072718,533.85504,57.98834983413422
556.099,13.137694144865177,556.099,17.131272449796136,556.099,67.49370778924823,556.099,17.231715903255182,556.099,35.86544107805416,556.099,59.40485061681953
578.3429600000001,12.866777315815193,578.3429600000001,16.937781392981794,578.3429600000001,66.59634349765699,578.3429600000001,17.040071511127124,578.3429600000001,35.51826592207177,578.3429600000001,60.745780609808
600.5869200000001,12.555718298111637,600.5869200000001,16.7028848419565,600.5869200000001,65.61624957873353,600.5869200000001,16.80699057712666,600.5869200000001,35.12353341734647,600.5869200000001,61.99778172280494
622.8308800000001,12.20542076276572,622.8308800000001,16.427490523621756,622.8308800000001,64.57405441212443,622.8308800000001,16.53339865452785,622.8308800000001,34.68613094230983,622.8308800000001,63.180085994223155
645.0748400000001,11.817826684837325,645.0748400000001,16.11404470188399,645.0748400000001,63.48302441327999,645.0748400000001,16.221788439438708,645.0748400000001,34.21081470279313,645.0748400000001,64.30696666469987
667.3188000000001,11.395749517735442,667.3188000000001,15.76559211898833,667.3188000000001,62.351794610864985,667.3188000000001,15.875183277149405,667.3188000000001,33.7019707086833,667.3188000000001,65.38906630459391
689.5627600000001,10.938185770668484,689.5627600000001,15.381039204627468,689.5627600000001,61.15580109607977,689.5627600000001,15.492461494810327,689.5627600000001,33.15387543593894,689.5627600000001,66.40288102295139
711.8067200000002,10.442670295684474,711.8067200000002,14.957450698393101,711.8067200000002,59.877894666869686,711.8067200000002,15.070664578868012,711.8067200000002,32.56075265754769,711.8067200000002,67.33281703896833
734.0506800000002,9.90980714475797,734.0506800000002,14.49539355495664,734.0506800000002,58.53599417113389,734.0506800000002,14.61037361742908,734.0506800000002,31.926736541340144,734.0506800000002,68.20006347371454
756.2946400000002,9.341279217990527,756.2946400000002,13.996874680816855,756.2946400000002,57.14172283815338,756.2946400000002,14.113609743711512,756.2946400000002,31.255947957128914,756.2946400000002,69.01950499550634
778.5386000000002,8.739309485354012,778.5386000000002,13.46455611421791,778.5386000000002,55.70277000997204,778.5386000000002,13.583047312722096,778.5386000000002,30.552232157608646,778.5386000000002,69.8017044539839
800.7825600000002,8.102983207838152,800.7825600000002,12.897384492629692,800.7825600000002,54.19735669883839,800.7825600000002,13.017610188684316,800.7825600000002,29.810515751510206,800.7825600000002,70.51993723378293
823.0265200000002,7.430045829944984,823.0265200000002,12.292571339531609,823.0265200000002,52.60962793125337,823.0265200000002,12.414487971325444,823.0265200000002,29.02551950111237,823.0265200000002,71.15687761256893
845.2704800000002,6.7208391718952205,845.2704800000002,11.65039434947448,845.2704800000002,50.954480871739726,845.2704800000002,11.773969654710807,845.2704800000002,28.200638881106006,845.2704800000002,71.73556897862312
867.5144400000003,5.976669166320211,867.5144400000003,10.97247565063685,867.5144400000003,49.241698481284054,867.5144400000003,11.09769138449101,867.5144400000003,27.339364176104343,867.5144400000003,72.27151280596627
889.7584000000003,5.199341635345282,889.7584000000003,10.261061437143441,889.7584000000003,47.47777553912841,889.7584000000003,10.387912566203061,889.7584000000003,26.445003628132888,889.7584000000003,72.77527187713093
912.0023600000003,4.388080563353212,912.0023600000003,9.515208905940463,912.0023600000003,45.644021578635126,912.0023600000003,9.643671615300716,912.0023600000003,25.513264167259152,912.0023600000003,73.21751987627374
934.2463200000003,3.540911066055616,934.2463200000003,8.732366531844336,934.2463200000003,43.72611792512671,934.2463200000003,8.862395558566488,934.2463200000003,24.53949288377279,934.2463200000003,73.57959142902202
956.4902800000003,2.657943442002973,956.4902800000003,7.912562004004523,956.4902800000003,41.735655244075765,956.4902800000003,8.044119474156467,956.4902800000003,23.526338057764363,956.4902800000003,73.88613875668551
978.7342400000003,1.7401233915466692,978.7342400000003,7.057048669832605,978.7342400000003,39.68030422539217,978.7342400000003,7.190109561807084,978.7342400000003,22.476646590480996,978.7342400000003,74.15319914872067
1000.9782000000004,0.7888447174926171,1000.9782000000004,6.167657909204251,1000.9782000000004,37.565113101260536,1000.9782000000004,6.302210535483006,1000.9782000000004,21.393174316228478,1000.9782000000004,74.39135013708385
1023.2221600000004,-0.19649263240578152,1023.2221600000004,5.243599380375083,1023.2221600000004,35.37467519686958,1023.2221600000004,5.379617262835421,1023.2221600000004,20.272508465737758,1023.2221600000004,74.56924123848381
